product_area,location_country,supplier_name,location_region,onboard_date_v2,sla_end_to_end_exclude_weekend1,wo_adv_std_include_weekend,complaince_activation_exclude_weekend,xws_activation_to_idv,xws_idv_to_system_activation
T&S,Philippines,ACCENTURE PLC,APAC,2025-05-02,7,2,5,0,5
T&S,India,WIPRO LIMITED,APAC,2025-04-25,2,1,1,0,1
Technical Infrastructure,Denmark,QVISTGAARD IS,EMEA,2025-05-01,3,4,0,0,0
HUE,United States,COMEDIA DESIGN INC,NORTH AMERICA,2025-04-23,8,4,6,0,6
T&S,Portugal,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-23,7,3,4,0,4
Cloud,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-28,2,4,0,0,0
gCS,India,REGALIX INC,APAC,2025-04-25,4,3,1,1,0
T&S,India,WIPRO LIMITED,APAC,2025-04-30,5,2,3,1,2
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-05-02,3,3,0,0,0
Corp Eng,India,DELOITTE,APAC,2025-04-21,2,4,0,0,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-27,4,1,3,0,3
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-28,4,3,1,1,0
REWS,null,COMPASS GROUP PLC,EMEA,2025-04-25,3,3,0,0,0
Research,United States,INTELLIPRO GROUP INC.,NORTH AMERICA,2025-04-25,16,6,14,0,14
Geo,India,WIPRO LIMITED,APAC,2025-04-23,2,2,0,0,0
T&S,India,WIPRO LIMITED,APAC,2025-04-23,4,4,2,0,2
REWS,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-04-24,13,4,10,4,6
T&S,Malaysia,ACCENTURE PLC,APAC,2025-04-25,8,3,5,1,4
T&S,Malaysia,ACCENTURE PLC,APAC,2025-04-28,3,5,0,0,0
Devices & Services,India,HCL TECHNOLOGIES LTD,APAC,2025-04-21,6,5,3,0,3
Technical Infrastructure,United Kingdom,GLEAVE PARTNERSHIP LIMITED,EMEA,2025-04-21,8,1,7,3,4
Search,India,GLOBALLOGIC INC,APAC,2025-05-01,2,3,0,0,0
Geo,India,ACCENTURE PLC,APAC,2025-04-28,5,1,4,1,3
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-04-22,4,1,3,1,2
T&S,Portugal,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-22,6,1,5,4,1
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-28,5,2,3,0,3
Technical Infrastructure,Hong Kong,ERICSSON INC,APAC,2025-04-24,1,1,0,0,0
Technical Infrastructure,United States,CROFT CONSULTING SERVICES LLC,NORTH AMERICA,2025-05-02,3,3,0,0,0
Technical Infrastructure,United States,MCFARLAND BUILDING GROUP LLC,NORTH AMERICA,2025-05-01,3,3,0,0,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-22,5,2,3,1,2
Geo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-24,3,2,1,0,1
REWS,India,JAGUAR SECURITY SERVICES PVT. LTD.,APAC,2025-04-23,1,1,0,0,0
T&S,Malaysia,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-23,2,1,1,0,1
gTech,United States,CONCENTRIX,NORTH AMERICA,2025-04-22,19,26,1,1,0
Technical Infrastructure,null,C D MOODY CONSTRUCTION COMPANY INC,NORTH AMERICA,2025-04-24,3,3,0,0,0
YouTube,India,ACCENTURE PLC,APAC,2025-04-22,7,3,6,1,5
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-22,6,1,5,5,0
Cloud,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-25,3,2,1,0,1
Cloud,Brazil,TTEC HOLDINGS INC,LATAM,2025-04-24,7,2,5,5,0
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-21,4,3,1,1,0
Devices & Services,China,SUPPLY CHAIN RESOURCES,APAC,2025-04-28,8,2,6,6,0
Cloud,Mexico,TATA GROUP,LATAM,2025-04-21,9,3,6,5,1
Technical Infrastructure,Netherlands,SYNCREON GLOBAL HOLDINGS LIMITED,EMEA,2025-04-22,7,5,4,4,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-21,5,2,3,3,0
gTech,United States,VACO,NORTH AMERICA,2025-04-30,5,2,3,1,2
Geo,India,WIPRO LIMITED,APAC,2025-04-25,2,2,0,0,0
YouTube,Malaysia,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-23,2,2,0,0,0
T&S,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-21,1,null,1,1,0
Corp Eng,United States,ASTREYA PARTNERS INC,NORTH AMERICA,2025-04-30,5,1,4,4,0
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-25,3,2,1,1,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-05-01,7,3,4,4,0
POps,India,RANDSTAD NV,APAC,2025-04-24,10,1,9,5,4
T&S,India,WIPRO LIMITED,APAC,2025-04-30,3,3,2,0,2
YouTube,United States,ACCENTURE PLC,NORTH AMERICA,2025-05-02,4,3,1,0,1
REWS,United States,COMPASS GROUP PLC,NORTH AMERICA,2025-04-22,1,1,0,0,0
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-05-01,7,2,5,0,5
gTech,India,TELEPERFORMANCE SE,APAC,2025-04-22,5,1,4,1,3
Technical Infrastructure,United States,TW CONSTRUCTORS LLC,NORTH AMERICA,2025-04-22,3,4,1,1,0
Cloud,Brazil,SURESKILLS LIMITED,LATAM,2025-05-02,7,2,5,0,5
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-23,2,2,0,0,0
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-05-01,3,3,0,0,0
Corp Eng,United States,DELOITTE,NORTH AMERICA,2025-04-22,4,2,2,2,0
Technical Infrastructure,Belgium,GXO LOGISTICS WORLDWIDE LLC,EMEA,2025-04-24,2,1,1,1,0
T&S,Poland,ACCENTURE PLC,EMEA,2025-04-22,8,5,5,0,5
Technical Infrastructure,United States,DIRECT LINE GLOBAL LLC,NORTH AMERICA,2025-04-24,1,1,0,0,0
gTech,India,TELEPERFORMANCE SE,APAC,2025-05-01,4,3,3,3,0
Cloud,Brazil,ACCENTURE PLC,LATAM,2025-04-28,3,2,1,0,1
Cloud,Philippines,ACCENTURE PLC,APAC,2025-04-24,1,1,0,0,0
Ads & Commerce,India,TELEPERFORMANCE SE,APAC,2025-04-23,5,null,5,5,0
REWS,Japan,JONES LANG LASALLE INC,APAC,2025-04-23,2,2,0,0,0
YouTube,Greece,TELEPERFORMANCE SE,EMEA,2025-04-30,2,2,0,0,0
Cloud,Romania,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-29,5,1,4,0,4
YouTube,India,GENPACT LIMITED,APAC,2025-04-28,3,2,1,0,1
YouTube,Ireland,ACCENTURE PLC,EMEA,2025-04-28,3,2,1,0,1
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-25,3,2,1,0,1
gTech,United States,VACO,NORTH AMERICA,2025-04-21,3,1,2,0,2
REWS,India,JONES LANG LASALLE INC,APAC,2025-05-02,3,3,0,0,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-23,1,1,0,0,0
Technical Infrastructure,United States,M A MORTENSON COMPANY,NORTH AMERICA,2025-04-28,1,3,0,0,0
Waymo,India,Xitadel CAE Technologies India Private Limited,APAC,2025-04-25,3,1,2,1,1
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-30,2,2,0,0,0
gTech,Philippines,CONCENTRIX,APAC,2025-04-25,4,2,2,0,2
gCS,India,TELEDIRECT PTE LTD,APAC,2025-04-25,4,2,2,2,0
Geo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-28,3,5,0,0,0
Waymo,India,WIPRO LIMITED,APAC,2025-05-01,3,3,0,0,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-28,4,6,0,0,0
Devices & Services,Colombia,EPAM SYSTEMS INC,LATAM,2025-04-21,4,1,3,0,3
gTech,Malaysia,TELEDIRECT PTE LTD,APAC,2025-04-21,2,1,1,1,0
Devices & Services,United States,ACCENTURE PLC,NORTH AMERICA,2025-04-28,7,5,4,0,4
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-22,3,4,1,0,1
Access,United States,"GARY D. NELSON ASSOCIATES, INC.",NORTH AMERICA,2025-04-27,5,9,1,0,1
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-24,3,3,0,0,0
T&S,Portugal,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-22,6,2,4,3,1
Cloud,Mexico,TATA GROUP,LATAM,2025-04-22,15,3,12,2,10
Technical Infrastructure,Finland,SECTOR ALARM GROUP AS,EMEA,2025-04-28,1,3,0,0,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-05-02,3,3,0,0,0
gCS,India,ACCENTURE PLC,APAC,2025-04-22,9,1,8,0,8
T&S,India,WIPRO LIMITED,APAC,2025-04-30,5,1,4,0,4
Waymo,India,WIPRO LIMITED,APAC,2025-05-01,3,1,2,0,2
gTech,United States,VACO,NORTH AMERICA,2025-04-29,4,5,1,1,0
REWS,India,G4S PLC,APAC,2025-04-24,1,1,0,0,0
Cloud,Canada,TELUS,NORTH AMERICA,2025-04-23,5,5,2,2,0
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-24,2,1,1,0,1
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-29,1,1,0,0,0
YouTube,Philippines,CONCENTRIX,APAC,2025-04-22,14,1,13,7,6
gTech,India,TECH MAHINDRA LIMITED,APAC,2025-04-23,5,2,3,0,3
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-05-01,3,3,0,0,0
gCS,India,REGALIX INC,APAC,2025-04-23,2,2,0,0,0
Google.org,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-30,4,6,0,0,0
Technical Infrastructure,United States,"BARRY-WEHMILLER DESIGN GROUP, INC.",NORTH AMERICA,2025-04-30,16,2,14,0,14
Technical Infrastructure,Indonesia,G4S PLC,APAC,2025-04-23,2,4,0,0,0
T&S,India,ACCENTURE PLC,APAC,2025-04-24,2,1,1,0,1
T&S,India,WIPRO LIMITED,APAC,2025-05-01,4,5,1,1,0
Access,United States,HR GREEN INC,NORTH AMERICA,2025-04-30,5,2,3,1,2
Technical Infrastructure,United Kingdom,ARCADIS NV,EMEA,2025-04-24,2,1,1,1,0
Technical Infrastructure,null,EXYTE GMBH,EMEA,2025-05-02,3,3,0,0,0
gTech,United States,TECH MAHINDRA LIMITED,NORTH AMERICA,2025-04-23,5,5,2,0,2
REWS,India,SODEXO,APAC,2025-04-22,1,1,0,0,0
Platforms + Ecosystems,United States,WIPRO LIMITED,NORTH AMERICA,2025-04-30,3,5,0,0,0
REWS,United States,JONES LANG LASALLE INC,NORTH AMERICA,2025-04-29,4,5,1,0,1
Learning and Sustainability,United States,LEFT FIELD LABS LLC,NORTH AMERICA,2025-04-30,16,3,13,0,13
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-25,3,3,0,0,0
Ads & Commerce,Philippines,ACCENTURE PLC,APAC,2025-04-24,5,1,4,1,3
Cloud,India,INFOSYS,APAC,2025-04-21,4,1,3,1,2
REWS,India,JONES LANG LASALLE INC,APAC,2025-05-02,3,3,0,0,0
Technical Infrastructure,United States,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,2025-04-21,4,3,1,1,0
Technical Infrastructure,Finland,FIBER HIGHWAY FINLAND OY,EMEA,2025-04-28,2,4,0,0,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-22,1,1,0,0,0
Devices & Services,null,QUEST GLOBAL SERVICES PTE. LTD.,NORTH AMERICA,2025-04-24,3,3,0,0,0
REWS,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-04-24,2,1,1,1,0
POps,Brazil,MARSH & MCLENNAN COMPANIES INC,LATAM,2025-04-24,6,5,3,0,3
REWS,India,SODEXO,APAC,2025-04-22,1,1,0,0,0
Cloud,El Salvador,TELUS,LATAM,2025-05-02,6,6,2,0,2
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-22,3,4,1,0,1
YouTube,India,ACCENTURE PLC,APAC,2025-04-24,5,1,4,1,3
T&S,India,ACCENTURE PLC,APAC,2025-04-21,4,1,3,1,2
YouTube,India,CONCENTRIX,APAC,2025-04-22,5,2,3,2,1
Technical Infrastructure,United States,MCFARLAND BUILDING GROUP LLC,NORTH AMERICA,2025-05-01,3,3,0,0,0
gTech,Germany,VACO,EMEA,2025-04-21,3,5,0,0,0
REWS,United States,SYNERGY GLOBAL HOUSING LLC,NORTH AMERICA,2025-04-22,5,2,3,3,0
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-24,11,7,6,5,1
Technical Infrastructure,United States,DIRECT LINE GLOBAL LLC,NORTH AMERICA,2025-04-25,4,4,0,0,0
REWS,null,COMPASS GROUP PLC,NORTH AMERICA,2025-04-25,3,3,0,0,0
Technical Infrastructure,United States,AMENTUM COMMERCIAL OPERATIONS INC,NORTH AMERICA,2025-04-22,4,6,0,0,0
Platforms + Ecosystems,United States,LAWYERS ON DEMAND LIMITED,NORTH AMERICA,2025-04-22,3,5,0,0,0
Technical Infrastructure,United States,ASTREYA PARTNERS INC,NORTH AMERICA,2025-04-21,3,1,2,2,0
Technical Infrastructure,Finland,FIBER HIGHWAY FINLAND OY,EMEA,2025-04-28,2,4,0,0,0
YouTube,India,CONCENTRIX,APAC,2025-04-23,5,2,3,0,3
YouTube,India,WIPRO LIMITED,APAC,2025-04-28,5,8,0,0,0
gTech,United States,VACO,NORTH AMERICA,2025-05-02,7,5,4,3,1
Cloud,United States,GENERAL DYNAMICS INFORMATION TECHNOLOGY,NORTH AMERICA,2025-04-22,5,3,2,1,1
Cloud,India,HCL TECHNOLOGIES LTD,APAC,2025-04-21,5,4,1,0,1
T&S,India,WIPRO LIMITED,APAC,2025-05-02,4,2,2,0,2
gTech,India,VACO,APAC,2025-04-30,3,5,0,0,0
gCS,Malaysia,TELEDIRECT PTE LTD,APAC,2025-04-24,5,5,2,1,1
REWS,Japan,COMPASS GROUP PLC,APAC,2025-04-25,3,3,0,0,0
Technical Infrastructure,United States,ALLIED UNIVERSAL,NORTH AMERICA,2025-04-28,4,3,1,1,0
Technical Infrastructure,India,ACCENTURE PLC,APAC,2025-04-27,5,2,3,0,3
gTech,Philippines,TELUS,APAC,2025-04-29,7,4,5,4,1
T&S,India,CONCENTRIX,APAC,2025-04-28,1,3,0,0,0
Technical Infrastructure,null,THE WHITING TURNER CONTRACTING COMPANY,NORTH AMERICA,2025-04-28,3,5,0,0,0
YouTube,Malaysia,CONCENTRIX,APAC,2025-04-24,7,1,6,0,6
Cloud,India,EXIMIETAS DESIGN LLC,APAC,2025-04-24,2,1,1,1,0
REWS,United States,MCCUNE MANAGEMENT SERVICES LIMITED,NORTH AMERICA,2025-04-28,11,3,10,0,10
T&S,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-21,2,1,1,0,1
Technical Infrastructure,Netherlands,SECURITAS AB,EMEA,2025-04-30,5,2,3,2,1
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-23,1,1,0,0,0
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-04-24,7,3,4,1,3
Cloud,United States,"MAGNIT, LLC",NORTH AMERICA,2025-04-27,3,5,0,0,0
Devices & Services,India,VIRTUSA CORPORATION,APAC,2025-05-01,4,4,2,2,0
POps,Romania,ACCENTURE PLC,EMEA,2025-04-23,10,9,3,3,0
T&S,Philippines,ACCENTURE PLC,APAC,2025-04-29,10,3,7,0,7
REWS,India,JONES LANG LASALLE INC,APAC,2025-05-02,3,3,0,0,0
T&S,India,ACCENTURE PLC,APAC,2025-04-28,4,1,3,2,1
gCS,Brazil,TTEC HOLDINGS INC,LATAM,2025-04-23,6,1,5,1,4
REWS,United States,CBRE GROUP INC,NORTH AMERICA,2025-04-23,10,5,7,0,7
Technical Infrastructure,United States,J E DUNN CONSTRUCTION COMPANY,NORTH AMERICA,2025-04-25,2,2,0,0,0
Waymo,United States,AUTONATION,NORTH AMERICA,2025-04-21,2,1,1,0,1
Technical Infrastructure,United States,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-05-01,3,3,0,0,0
YouTube,Philippines,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-05-02,3,3,0,0,0
Devices & Services,India,HCL TECHNOLOGIES LTD,APAC,2025-04-23,2,2,0,0,0
REWS,Australia,FIRST,APAC,2025-04-21,2,1,1,0,1
HUE,Colombia,HUGE LLC,LATAM,2025-04-25,11,7,6,0,6
Global Affairs (w/o T&S),United States,"ELEVATE SERVICES, INC.",NORTH AMERICA,2025-04-28,14,6,10,0,10
REWS,United States,COMPASS GROUP PLC,NORTH AMERICA,2025-05-01,3,3,0,0,0
Technical Infrastructure,India,ACCENTURE PLC,APAC,2025-04-21,7,1,6,0,6
REWS,null,SODEXO,NORTH AMERICA,2025-04-28,3,5,0,0,0
Waymo,United States,METRO ONE LOSS PREVENTION SERVICES GROUP (GUARD DIVISION) INC,NORTH AMERICA,2025-04-28,5,3,2,1,1
REWS,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-04-21,8,5,5,0,5
YouTube,India,ACCENTURE PLC,APAC,2025-04-21,7,4,5,0,5
Corp Eng,United States,SAP SE,NORTH AMERICA,2025-04-28,39,2,37,12,25
gTech,Philippines,TELUS,APAC,2025-04-27,6,4,4,4,0
GBO (w/o gTech & gCS),India,ACCENTURE PLC,APAC,2025-04-24,3,1,2,0,2
T&S,Portugal,ACCENTURE PLC,EMEA,2025-04-24,7,2,5,2,3
Technical Infrastructure,null,"HOLDER CONSTRUCTION GROUP, LLC",NORTH AMERICA,2025-04-21,3,5,0,0,0
gTech,India,HCL TECHNOLOGIES LTD,APAC,2025-04-22,8,4,6,0,6
Waymo,India,WIPRO LIMITED,APAC,2025-04-28,4,1,3,0,3
REWS,Taiwan,"LIANG PIN DINING CO., LTD.",APAC,2025-05-02,3,3,0,0,0
Geo,India,WIPRO LIMITED,APAC,2025-04-28,0,1,0,0,0
Devices & Services,Taiwan,WIPRO LIMITED,APAC,2025-04-23,2,1,1,0,1
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-21,1,3,0,0,0
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-04-24,7,3,4,1,3
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-24,2,2,0,0,0
REWS,United States,SYSTEM ONE HOLDINGS LLC DBA TEAMPEOPLE,NORTH AMERICA,2025-04-29,3,5,0,0,0
gTech,Greece,TELEPERFORMANCE SE,EMEA,2025-04-28,7,8,1,1,0
YouTube,Portugal,GENPACT LIMITED,EMEA,2025-04-22,4,2,2,1,1
Technical Infrastructure,United States,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,2025-04-30,3,3,2,1,1
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-25,3,3,0,0,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-28,2,4,0,0,0
Technical Infrastructure,Singapore,LANTROVISION (S) LTD,APAC,2025-04-27,12,5,9,9,0
Devices & Services,United States,"SYNOPSYS, INC",NORTH AMERICA,2025-04-25,4,3,1,1,0
T&S,India,WIPRO LIMITED,APAC,2025-04-25,3,1,2,0,2
Devices & Services,United States,"AKRAYA, INC",NORTH AMERICA,2025-05-02,4,3,1,0,1
Cloud,El Salvador,SERVICESOURCE INTERNATIONAL INC,LATAM,2025-04-28,3,5,0,0,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-27,4,1,3,0,3
Corp Eng,United States,ONE DIVERSIFIED LLC,NORTH AMERICA,2025-04-25,2,2,0,0,0
T&S,Philippines,ACCENTURE PLC,APAC,2025-04-29,10,3,7,0,7
Technical Infrastructure,Netherlands,DVR GROUP HOLDING BV,EMEA,2025-04-22,7,3,6,3,3
Platforms + Ecosystems,India,DELOITTE,APAC,2025-04-28,5,4,1,1,0
Cloud,India,EPAM SYSTEMS INC,APAC,2025-04-23,4,4,2,1,1
Cloud,India,EPAM SYSTEMS INC,APAC,2025-04-27,6,4,4,1,3
Cloud,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-05-01,5,5,2,1,1
gCS,India,WNS (HOLDINGS) LIMITED,APAC,2025-04-24,3,1,2,1,1
POps,India,RANDSTAD NV,APAC,2025-05-02,7,2,5,1,4
Geo,India,TECH MAHINDRA LIMITED,APAC,2025-04-30,4,5,1,1,0
gTech,Poland,TELEPERFORMANCE SE,EMEA,2025-04-28,3,5,0,0,0
REWS,null,ARAMARK HOLDINGS CORPORATION,NORTH AMERICA,2025-04-25,3,3,0,0,0
Access,United States,"ROCKY MOUNTAIN WEST TELECOM, INC.",NORTH AMERICA,2025-04-25,17,5,14,1,13
Cloud,Philippines,ACCENTURE PLC,APAC,2025-05-01,5,6,1,0,1
T&S,Ireland,ACCENTURE PLC,EMEA,2025-04-23,5,2,3,0,3
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-22,1,1,0,0,0
REWS,null,SODEXO,APAC,2025-05-02,3,3,0,0,0
Technical Infrastructure,Brazil,FLEX LTD,LATAM,2025-04-22,8,5,5,2,3
T&S,Philippines,ACCENTURE PLC,APAC,2025-04-28,3,5,0,0,0
Cloud,United States,TELOS CORPORATION,NORTH AMERICA,2025-04-28,4,2,2,0,2
gTech,India,VIRTUSA CORPORATION,APAC,2025-04-25,3,3,0,0,0
Technical Infrastructure,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-04-22,6,2,4,3,1
Cloud,United States,UJET INC,NORTH AMERICA,2025-04-29,2,4,0,0,0
Cloud,India,PERSISTENT SYSTEMS LIMITED,APAC,2025-04-21,3,1,2,1,1
Cloud,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-21,1,3,0,0,0
REWS,United States,JONES LANG LASALLE INC,NORTH AMERICA,2025-04-23,3,5,0,0,0
GBO (w/o gTech & gCS),United States,TIER1 IMPACT PBC INC DBA TIER1 PERFORMANCE,NORTH AMERICA,2025-04-24,5,4,3,1,2
Platforms + Ecosystems,South Korea,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-24,3,1,2,0,2
Geo,null,PWC,NORTH AMERICA,2025-05-02,3,3,0,0,0
Cloud,United States,UBER TECHNOLOGIES INC,NORTH AMERICA,2025-04-23,4,4,2,2,0
POps,India,KORN FERRY INTERNATIONAL,APAC,2025-05-01,5,4,3,2,1
gTech,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-29,3,5,0,0,0
REWS,India,SODEXO,APAC,2025-05-02,3,3,0,0,0
REWS,India,MEDIFIT CONSULTANTS PVT LTD,APAC,2025-04-24,1,1,0,0,0
Cloud,United States,ICONMA LLC,NORTH AMERICA,2025-05-01,9,14,2,2,0
Technical Infrastructure,United States,GARDA WORLD SECURITY CORPORATION,NORTH AMERICA,2025-05-02,4,3,1,1,0
Marketing,Mexico,FIREWOOD MARKETING INC.,LATAM,2025-04-30,12,2,10,0,10
YouTube,India,CONCENTRIX,APAC,2025-04-25,7,1,6,0,6
Ads & Commerce,Poland,TELUS,EMEA,2025-04-30,4,5,1,0,1
Cloud,India,HCL TECHNOLOGIES LTD,APAC,2025-04-29,1,1,0,0,0
T&S,Malaysia,ACCENTURE PLC,APAC,2025-04-29,2,3,1,0,1
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-24,2,2,0,0,0
Technical Infrastructure,Poland,EPAM SYSTEMS INC,EMEA,2025-05-02,3,3,0,0,0
Technical Infrastructure,United States,GXO LOGISTICS WORLDWIDE LLC,NORTH AMERICA,2025-04-28,4,2,2,1,1
Technical Infrastructure,Japan,"EXECUTIVE PROTECTION, INC.",APAC,2025-04-23,3,3,2,2,0
Waymo,United States,TRANSDEV,NORTH AMERICA,2025-04-23,16,3,13,13,0
Geo,India,ACCENTURE PLC,APAC,2025-05-02,6,4,4,0,4
T&S,India,WIPRO LIMITED,APAC,2025-05-01,4,5,1,0,1
gCS,Spain,TELEPERFORMANCE SE,EMEA,2025-04-21,7,6,3,1,2
YouTube,India,CONCENTRIX,APAC,2025-05-01,3,1,2,2,0
Waymo,United States,AMERIT FLEET SOLUTIONS INC.,NORTH AMERICA,2025-04-29,2,4,0,0,0
Technical Infrastructure,null,EVERGREEN JANITORIAL SERVICES INC,NORTH AMERICA,2025-04-25,3,3,0,0,0
gCS,Spain,TELEPERFORMANCE SE,EMEA,2025-05-01,7,1,6,5,1
Technical Infrastructure,United States,C D MOODY CONSTRUCTION COMPANY INC,NORTH AMERICA,2025-04-24,3,3,0,0,0
gTech,Malaysia,CONCENTRIX,APAC,2025-04-21,3,5,0,0,0
Waymo,India,WIPRO LIMITED,APAC,2025-04-24,3,3,1,1,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-22,1,1,0,0,0
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-24,2,1,1,0,1
Waymo,India,WIPRO LIMITED,APAC,2025-04-30,6,1,5,0,5
YouTube,India,GENPACT LIMITED,APAC,2025-04-28,3,2,1,0,1
Technical Infrastructure,United Kingdom,SYNERGY SECURITY SOLUTIONS LIMITED,EMEA,2025-04-30,2,3,0,0,0
gTech,India,ACCENTURE PLC,APAC,2025-04-21,3,2,1,1,0
Technical Infrastructure,India,INDIGO TELECOM GROUP LTD,APAC,2025-05-01,3,3,0,0,0
REWS,India,JONES LANG LASALLE INC,APAC,2025-04-23,1,1,0,0,0
Waymo,India,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,APAC,2025-04-21,1,3,0,0,0
REWS,Colombia,G4S PLC,LATAM,2025-04-25,3,3,0,0,0
gCS,India,ACCENTURE PLC,APAC,2025-04-23,6,2,4,4,0
Waymo,India,WIPRO LIMITED,APAC,2025-05-01,3,2,1,1,0
Cloud,Israel,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EMEA,2025-04-22,11,3,8,8,0
Technical Infrastructure,United States,SYNCREON GLOBAL HOLDINGS LIMITED,NORTH AMERICA,2025-04-29,6,2,4,3,1
T&S,India,ACCENTURE PLC,APAC,2025-04-29,4,2,2,0,2
Technical Infrastructure,United States,DIRECT LINE GLOBAL LLC,NORTH AMERICA,2025-04-28,1,3,0,0,0
Waymo,United States,METRO ONE LOSS PREVENTION SERVICES GROUP (GUARD DIVISION) INC,NORTH AMERICA,2025-04-25,11,4,9,4,5
YouTube,India,CONCENTRIX,APAC,2025-04-22,13,5,10,9,1
Technical Infrastructure,United States,SCHENKER,NORTH AMERICA,2025-04-22,5,2,3,0,3
gTech,India,GENPACT LIMITED,APAC,2025-04-21,2,1,1,1,0
Technical Infrastructure,Belgium,TRACTEBEL ENGINEERING SA/NV,EMEA,2025-04-29,4,2,2,1,1
